('1', 'Bag, Barracks Laundry', 'available'),
('2867', 'Trouser, ECW Urban Grey', 'available'),
('2868', 'Trouser, ECW Urban Grey', 'not available'),
('2869', 'Trouser, ECW Urban Grey', 'available'),
('2870', 'Trouser, ECW Urban Grey', 'not available'),
('2871', 'Trouser, ECW Urban Grey', 'available'),
('2872', 'Trouser, ECW Urban Grey', 'not available'),
('2873', 'Trouser, ECW Urban Grey', 'available'),
('2874', 'Trouser, ECW Urban Grey', 'not available'),
('2875', 'Trouser, ECW Urban Grey', 'available'),
('2876', 'Trouser, ECW Urban Grey', 'not available'),
('2877', 'Trouser, ECW Urban Grey', 'available'),
('2878', 'Trouser, ECW Urban Grey', 'not available'),
('2879', 'Trouser, ECW Urban Grey', 'available'),
('2880', 'Trouser, ECW Urban Grey', 'not available'),
('2881', 'Trouser, ECW Urban Grey', 'available'),
('2882', 'Trouser, ECW Urban Grey', 'not available'),
('2883', 'Trouser, ECW Urban Grey', 'available'),
('2884', 'Trouser, ECW Urban Grey', 'not available'),
('2885', 'Trouser, ECW Urban Grey', 'available'),
('2886', 'Trouser, ECW Urban Grey', 'not available'),
('2887', 'Trouser, ECW Urban Grey', 'available'),
('2888', 'Trouser, ECW Urban Grey', 'not available'),
('2889', 'Trouser, ECW Urban Grey', 'available'),
('2890', 'Trouser, ECW Urban Grey', 'not available'),
('2891', 'Trouser, ECW Urban Grey', 'available'),
('2892', 'Trouser, ECW Urban Grey', 'not available'),
('2893', 'Trouser, ECW Urban Grey', 'available'),
('2894', 'Trouser, ECW Urban Grey', 'not available'),
('2895', 'Trouser, ECW Urban Grey', 'available'),
('2896', 'Trouser, ECW Urban Grey', 'not available'),
('2897', 'Trouser, ECW Urban Grey', 'available'),
('2898', 'Trouser, ECW Urban Grey', 'not available'),
('2899', 'Trouser, ECW Urban Grey', 'available'),
('2900', 'Trouser, ECW Urban Grey', 'not available'),
('2901', 'Trouser, ECW Urban Grey', 'available'),
('2902', 'Trouser, ECW Urban Grey', 'not available'),
('2903', 'Trouser, ECW Urban Grey', 'available'),
('2904', 'Trouser, ECW Urban Grey', 'not available'),
('2905', 'Trouser, ECW Urban Grey', 'available'),
('2906', 'Trouser, ECW Urban Grey', 'not available'),
('2907', 'Trouser, ECW Urban Grey', 'available'),
('2908', 'Trouser, ECW Urban Grey', 'not available'),
('2909', 'Trouser, ECW Urban Grey', 'available'),
('2910', 'Trouser, ECW Urban Grey', 'not available'),
('2911', 'Trouser, ECW Urban Grey', 'available'),
('2912', 'Trouser, ECW Urban Grey', 'not available'),
('2913', 'Trouser, ECW Urban Grey', 'available'),
('2914', 'Trouser, ECW Urban Grey', 'not available'),
('2915', 'Trouser, ECW Urban Grey', 'available'),
('2916', 'Trouser, ECW Urban Grey', 'not available'),
('2917', 'Trouser, ECW Urban Grey', 'available'),
('2918', 'Trouser, ECW Urban Grey', 'not available'),
('2919', 'Trouser, ECW Urban Grey', 'available'),
('2920', 'Trouser, ECW Urban Grey', 'not available'),
('2921', 'Trouser, ECW Urban Grey', 'available'),
('2922', 'Trouser, ECW Urban Grey', 'not available'),
('2923', 'Trouser, ECW Urban Grey', 'available'),
('2924', 'Trouser, ECW Urban Grey', 'not available'),
('2925', 'Trouser, ECW Urban Grey', 'available'),
('2926', 'Trouser, ECW Urban Grey', 'not available'),
('2927', 'Trouser, ECW Urban Grey', 'available'),
('2928', 'Trouser, ECW Urban Grey', 'not available'),
('2929', 'Trouser, ECW Urban Grey', 'available'),
('2930', 'Trouser, ECW Urban Grey', 'not available'),
('2931', 'Trouser, ECW Urban Grey', 'available'),
('2932', 'Trouser, ECW Urban Grey', 'not available'),
('2933', 'Trouser, ECW Urban Grey', 'available'),
('2934', 'Trouser, ECW Urban Grey', 'not available'),
('2935', 'Trouser, ECW Urban Grey', 'available'),
('2936', 'Trouser, ECW Urban Grey', 'not available'),
('2937', 'Trouser, ECW Urban Grey', 'available'),
('2938', 'Trouser, ECW Urban Grey', 'not available'),
('2939', 'Trouser, ECW Urban Grey', 'available'),
('2940', 'Trouser, ECW Urban Grey', 'not available'),
('2941', 'Trouser, ECW Urban Grey', 'available'),
('2942', 'Trouser, ECW Urban Grey', 'not available'),
('2943', 'Trouser, ECW Urban Grey', 'available'),
('2944', 'Trouser, ECW Urban Grey', 'not available'),
('2945', 'Trouser, ECW Urban Grey', 'available'),
('2946', 'Trouser, ECW Urban Grey', 'not available'),
('2947', 'Trouser, ECW Urban Grey', 'available'),
('2948', 'Trouser, ECW Urban Grey', 'not available'),
('2949', 'Trouser, ECW Urban Grey', 'available'),
('2950', 'Trouser, ECW Urban Grey', 'not available'),
('2951', 'Trouser, ECW Urban Grey', 'available'),
('2952', 'Trouser, ECW Urban Grey', 'not available'),
('2953', 'Trouser, ECW Urban Grey', 'available'),
('2954', 'Trouser, ECW Urban Grey', 'not available'),
('2955', 'Trouser, ECW Urban Grey', 'available'),
('2956', 'Trouser, ECW Urban Grey', 'not available'),
('2957', 'Trouser, ECW Urban Grey', 'available'),
('2958', 'Trouser, ECW Urban Grey', 'not available'),
('2959', 'Trouser, ECW Urban Grey', 'available'),
('2960', 'Trouser, ECW Urban Grey', 'not available'),
('2961', 'Trouser, ECW Urban Grey', 'available'),
('2962', 'Trouser, ECW Urban Grey', 'not available'),
('2963', 'Trouser, ECW Urban Grey', 'available'),
('2964', 'Trouser, ECW Urban Grey', 'not available'),
('2965', 'Trouser, ECW Urban Grey', 'available'),
('2966', 'Trouser, ECW Urban Grey', 'not available'),
('2967', 'Trouser, ECW Urban Grey', 'available'),
('2968', 'Trouser, ECW Urban Grey', 'not available'),
('2969', 'Trouser, ECW Urban Grey', 'available'),
('2970', 'Trouser, ECW Urban Grey', 'not available'),
('2971', 'Trouser, ECW Urban Grey', 'available'),
('2972', 'Trouser, ECW Urban Grey', 'not available'),
('2973', 'Trouser, ECW Urban Grey', 'available'),
('2974', 'Trouser, ECW Urban Grey', 'not available'),
('2975', 'Trouser, ECW Urban Grey', 'available'),
('2976', 'Trouser, ECW Urban Grey', 'not available'),
('2977', 'Trouser, ECW Urban Grey', 'available'),
('2978', 'Trouser, ECW Urban Grey', 'not available'),
('2979', 'Trouser, ECW Urban Grey', 'available'),
('2980', 'Trouser, ECW Urban Grey', 'not available'),
('2981', 'Trouser, ECW Urban Grey', 'available'),
('2982', 'Trouser, ECW Urban Grey', 'not available'),
('2983', 'Trouser, ECW Urban Grey', 'available'),
('2984', 'Trouser, ECW Urban Grey', 'not available'),
('2985', 'Trouser, ECW Urban Grey', 'available'),
('2986', 'Trouser, ECW Urban Grey', 'not available'),
('2987', 'Trouser, ECW Urban Grey', 'available'),
('2988', 'Trouser, ECW Urban Grey', 'not available'),
('2989', 'Trouser, ECW Urban Grey', 'available'),
('2990', 'Trouser, ECW Urban Grey', 'not available'),
('2991', 'Trouser, ECW Urban Grey', 'available'),
('2992', 'Trouser, ECW Urban Grey', 'not available'),
('2993', 'Trouser, ECW Urban Grey', 'available'),
('2994', 'Trouser, ECW Urban Grey', 'not available'),
('2995', 'Trouser, ECW Urban Grey', 'available'),
('2996', 'Trouser, ECW Urban Grey', 'not available'),
('2997', 'Trouser, ECW Urban Grey', 'available'),
('2998', 'Trouser, ECW Urban Grey', 'not available'),
('2999', 'Trouser, ECW Urban Grey', 'available'),
('3000', 'Trouser, ECW Urban Grey', 'not available'),
('3001', 'Jacket, Wet Weather ACU', 'available'),
('3002', 'Jacket, Wet Weather ACU', 'not available'),
('3003', 'Jacket, Wet Weather ACU', 'available'),
('3004', 'Jacket, Wet Weather ACU', 'not available'),
('3005', 'Jacket, Wet Weather ACU', 'available'),
('3006', 'Jacket, Wet Weather ACU', 'not available'),
('3007', 'Jacket, Wet Weather ACU', 'available'),
('3008', 'Jacket, Wet Weather ACU', 'not available'),
('3009', 'Jacket, Wet Weather ACU', 'available'),
('3010', 'Jacket, Wet Weather ACU', 'not available'),
('3011', 'Jacket, Wet Weather ACU', 'available'),
('3012', 'Jacket, Wet Weather ACU', 'not available'),
('3013', 'Jacket, Wet Weather ACU', 'available'),
('3014', 'Jacket, Wet Weather ACU', 'not available'),
('3015', 'Jacket, Wet Weather ACU', 'available'),
('3016', 'Jacket, Wet Weather ACU', 'not available'),
('3017', 'Jacket, Wet Weather ACU', 'available'),
('3018', 'Jacket, Wet Weather ACU', 'not available'),
('3019', 'Jacket, Wet Weather ACU', 'available'),
('3020', 'Jacket, Wet Weather ACU', 'not available'),
('3021', 'Jacket, Wet Weather ACU', 'available'),
('3022', 'Jacket, Wet Weather ACU', 'not available'),
('3023', 'Jacket, Wet Weather ACU', 'available'),
('3024', 'Jacket, Wet Weather ACU', 'not available'),
('3025', 'Jacket, Wet Weather ACU', 'available'),
('3026', 'Jacket, Wet Weather ACU', 'not available'),
('3027', 'Jacket, Wet Weather ACU', 'available'),
('3028', 'Jacket, Wet Weather ACU', 'not available'),
('3029', 'Jacket, Wet Weather ACU', 'available'),
('3030', 'Jacket, Wet Weather ACU', 'not available'),
('3031', 'Jacket, Wet Weather ACU', 'available'),
('3032', 'Jacket, Wet Weather ACU', 'not available'),
('3033', 'Jacket, Wet Weather ACU', 'available'),
('3034', 'Jacket, Wet Weather ACU', 'not available'),
('3035', 'Jacket, Wet Weather ACU', 'available'),
('3036', 'Jacket, Wet Weather ACU', 'not available'),
('3037', 'Jacket, Wet Weather ACU', 'available'),
('3038', 'Jacket, Wet Weather ACU', 'not available'),
('3039', 'Jacket, Wet Weather ACU', 'available'),
('3040', 'Jacket, Wet Weather ACU', 'not available'),
('3041', 'Jacket, Wet Weather ACU', 'available'),
('3042', 'Jacket, Wet Weather ACU', 'not available'),
('3043', 'Jacket, Wet Weather ACU', 'available'),
('3044', 'Jacket, Wet Weather ACU', 'not available'),
('3045', 'Jacket, Wet Weather ACU', 'available'),
('3046', 'Jacket, Wet Weather ACU', 'not available'),
('3047', 'Jacket, Wet Weather ACU', 'available'),
('3048', 'Jacket, Wet Weather ACU', 'not available'),
('3049', 'Jacket, Wet Weather ACU', 'available'),
('3050', 'Jacket, Wet Weather ACU', 'not available'),
('3051', 'Jacket, Wet Weather ACU', 'available'),
('3052', 'Jacket, Wet Weather ACU', 'not available'),
('3053', 'Jacket, Wet Weather ACU', 'available'),
('3054', 'Jacket, Wet Weather ACU', 'not available'),
('3055', 'Jacket, Wet Weather ACU', 'available'),
('3056', 'Jacket, Wet Weather ACU', 'not available'),
('3057', 'Jacket, Wet Weather ACU', 'available'),
('3058', 'Jacket, Wet Weather ACU', 'not available'),
('3059', 'Jacket, Wet Weather ACU', 'available'),
('3060', 'Jacket, Wet Weather ACU', 'not available'),
('3061', 'Jacket, Wet Weather ACU', 'available'),
('3062', 'Jacket, Wet Weather ACU', 'not available'),
('3063', 'Jacket, Wet Weather ACU', 'available'),
('3064', 'Jacket, Wet Weather ACU', 'not available'),
('3065', 'Jacket, Wet Weather ACU', 'available'),
('3066', 'Jacket, Wet Weather ACU', 'not available'),
('3067', 'Jacket, Wet Weather ACU', 'available'),
('3068', 'Jacket, Wet Weather ACU', 'not available'),
('3069', 'Jacket, Wet Weather ACU', 'available'),
('3070', 'Jacket, Wet Weather ACU', 'not available'),
('3071', 'Jacket, Wet Weather ACU', 'available'),
('3072', 'Jacket, Wet Weather ACU', 'not available'),
('3073', 'Jacket, Wet Weather ACU', 'available'),
('3074', 'Jacket, Wet Weather ACU', 'not available'),
('3075', 'Jacket, Wet Weather ACU', 'available'),
('3076', 'Jacket, Wet Weather ACU', 'not available'),
('3077', 'Jacket, Wet Weather ACU', 'available'),
('3078', 'Jacket, Wet Weather ACU', 'not available'),
('3079', 'Jacket, Wet Weather ACU', 'available'),
('3080', 'Jacket, Wet Weather ACU', 'not available'),
('3081', 'Jacket, Wet Weather ACU', 'available'),
('3082', 'Jacket, Wet Weather ACU', 'not available'),
('3083', 'Jacket, Wet Weather ACU', 'available'),
('3084', 'Jacket, Wet Weather ACU', 'not available'),
('3085', 'Jacket, Wet Weather ACU', 'available'),
('3086', 'Jacket, Wet Weather ACU', 'not available'),
('3087', 'Jacket, Wet Weather ACU', 'available'),
('3088', 'Jacket, Wet Weather ACU', 'not available'),
('3089', 'Jacket, Wet Weather ACU', 'available'),
('3090', 'Jacket, Wet Weather ACU', 'not available'),
('3091', 'Jacket, Wet Weather ACU', 'available'),
('3092', 'Jacket, Wet Weather ACU', 'not available'),
('3093', 'Jacket, Wet Weather ACU', 'available'),
('3094', 'Jacket, Wet Weather ACU', 'not available'),
('3095', 'Jacket, Wet Weather ACU', 'available'),
('3096', 'Jacket, Wet Weather ACU', 'not available'),
('3097', 'Jacket, Wet Weather ACU', 'available'),
('3098', 'Jacket, Wet Weather ACU', 'not available'),
('3099', 'Jacket, Wet Weather ACU', 'available'),
('3100', 'Jacket, Wet Weather ACU', 'not available'),
('3101', 'Jacket, Wet Weather ACU', 'available'),
('3102', 'Jacket, Wet Weather ACU', 'not available'),
('3103', 'Jacket, Wet Weather ACU', 'available'),
('3104', 'Jacket, Wet Weather ACU', 'not available'),
('3105', 'Jacket, Wet Weather ACU', 'available'),
('3106', 'Jacket, Wet Weather ACU', 'not available'),
('3107', 'Jacket, Wet Weather ACU', 'available'),
('3108', 'Jacket, Wet Weather ACU', 'not available'),
('3109', 'Jacket, Wet Weather ACU', 'available'),
('3110', 'Jacket, Wet Weather ACU', 'not available'),
('3111', 'Jacket, Wet Weather ACU', 'available'),
('3112', 'Jacket, Wet Weather ACU', 'not available'),
('3113', 'Jacket, Wet Weather ACU', 'available'),
('3114', 'Jacket, Wet Weather ACU', 'not available'),
('3115', 'Jacket, Wet Weather ACU', 'available'),
('3116', 'Jacket, Wet Weather ACU', 'not available'),
('3117', 'Jacket, Wet Weather ACU', 'available'),
('3118', 'Jacket, Wet Weather ACU', 'not available'),
('3119', 'Jacket, Wet Weather ACU', 'available'),
('3120', 'Jacket, Wet Weather ACU', 'not available'),
('3121', 'Jacket, Wet Weather ACU', 'available'),
('3122', 'Jacket, Wet Weather ACU', 'not available'),
('3123', 'Jacket, Wet Weather ACU', 'available'),
('3124', 'Jacket, Wet Weather ACU', 'not available'),
('3125', 'Jacket, Wet Weather ACU', 'available'),
('3126', 'Jacket, Wet Weather ACU', 'not available'),
('3127', 'Jacket, Wet Weather ACU', 'available'),
('3128', 'Jacket, Wet Weather ACU', 'not available'),
('3129', 'Jacket, Wet Weather ACU', 'available'),
('3130', 'Jacket, Wet Weather ACU', 'not available'),
('3131', 'Jacket, Wet Weather ACU', 'available'),
('3132', 'Jacket, Wet Weather ACU', 'not available'),
('3133', 'Jacket, Wet Weather ACU', 'available'),
('3134', 'Jacket, Wet Weather ACU', 'not available'),
('3135', 'Jacket, Wet Weather ACU', 'available'),
('3136', 'Jacket, Wet Weather ACU', 'not available'),
('3137', 'Jacket, Wet Weather ACU', 'available'),
('3138', 'Jacket, Wet Weather ACU', 'not available'),
('3139', 'Jacket, Wet Weather ACU', 'available'),
('3140', 'Jacket, Wet Weather ACU', 'not available'),
('3141', 'Jacket, Wet Weather ACU', 'available'),
('3142', 'Jacket, Wet Weather ACU', 'not available'),
('3143', 'Jacket, Wet Weather ACU', 'available'),
('3144', 'Jacket, Wet Weather ACU', 'not available'),
('3145', 'Jacket, Wet Weather ACU', 'available'),
('3146', 'Jacket, Wet Weather ACU', 'not available'),
('3147', 'Jacket, Wet Weather ACU', 'available'),
('3148', 'Jacket, Wet Weather ACU', 'not available'),
('3149', 'Jacket, Wet Weather ACU', 'available'),
('3150', 'Jacket, Wet Weather ACU', 'not available'),
('3151', 'Trouser, Wet Weather ACU', 'available'),
('3152', 'Trouser, Wet Weather ACU', 'not available'),
('3153', 'Trouser, Wet Weather ACU', 'available'),
('3154', 'Trouser, Wet Weather ACU', 'not available'),
('3155', 'Trouser, Wet Weather ACU', 'available'),
('3156', 'Trouser, Wet Weather ACU', 'not available'),
('3157', 'Trouser, Wet Weather ACU', 'available'),
('3158', 'Trouser, Wet Weather ACU', 'not available'),
('3159', 'Trouser, Wet Weather ACU', 'available'),
('3160', 'Trouser, Wet Weather ACU', 'not available'),
('3161', 'Trouser, Wet Weather ACU', 'available'),
('3162', 'Trouser, Wet Weather ACU', 'not available'),
('3163', 'Trouser, Wet Weather ACU', 'available'),
('3164', 'Trouser, Wet Weather ACU', 'not available'),
('3165', 'Trouser, Wet Weather ACU', 'available'),
('3166', 'Trouser, Wet Weather ACU', 'not available'),
('3167', 'Trouser, Wet Weather ACU', 'available'),
('3168', 'Trouser, Wet Weather ACU', 'not available'),
('3169', 'Trouser, Wet Weather ACU', 'available'),
('3170', 'Trouser, Wet Weather ACU', 'not available'),
('3171', 'Trouser, Wet Weather ACU', 'available'),
('3172', 'Trouser, Wet Weather ACU', 'not available'),
('3173', 'Trouser, Wet Weather ACU', 'available'),
('3174', 'Trouser, Wet Weather ACU', 'not available'),
('3175', 'Trouser, Wet Weather ACU', 'available'),
('3176', 'Trouser, Wet Weather ACU', 'not available'),
('3177', 'Trouser, Wet Weather ACU', 'available'),
('3178', 'Trouser, Wet Weather ACU', 'not available'),
('3179', 'Trouser, Wet Weather ACU', 'available'),
('3180', 'Trouser, Wet Weather ACU', 'not available'),
('3181', 'Trouser, Wet Weather ACU', 'available'),
('3182', 'Trouser, Wet Weather ACU', 'not available'),
('3183', 'Trouser, Wet Weather ACU', 'available'),
('3184', 'Trouser, Wet Weather ACU', 'not available'),
('3185', 'Trouser, Wet Weather ACU', 'available'),
('3186', 'Trouser, Wet Weather ACU', 'not available'),
('3187', 'Trouser, Wet Weather ACU', 'available'),
('3188', 'Trouser, Wet Weather ACU', 'not available'),
('3189', 'Trouser, Wet Weather ACU', 'available'),
('3190', 'Trouser, Wet Weather ACU', 'not available'),
('3191', 'Trouser, Wet Weather ACU', 'available'),
('3192', 'Trouser, Wet Weather ACU', 'not available'),
('3193', 'Trouser, Wet Weather ACU', 'available'),
('3194', 'Trouser, Wet Weather ACU', 'not available'),
('3195', 'Trouser, Wet Weather ACU', 'available'),
('3196', 'Trouser, Wet Weather ACU', 'not available'),
('3197', 'Trouser, Wet Weather ACU', 'available'),
('3198', 'Trouser, Wet Weather ACU', 'not available'),
('3199', 'Trouser, Wet Weather ACU', 'available'),
('3200', 'Trouser, Wet Weather ACU', 'not available'),
('3201', 'Trouser, Wet Weather ACU', 'available'),
('3202', 'Trouser, Wet Weather ACU', 'not available'),
('3203', 'Trouser, Wet Weather ACU', 'available'),
('3204', 'Trouser, Wet Weather ACU', 'not available'),
('3205', 'Trouser, Wet Weather ACU', 'available'),
('3206', 'Trouser, Wet Weather ACU', 'not available'),
('3207', 'Trouser, Wet Weather ACU', 'available'),
('3208', 'Trouser, Wet Weather ACU', 'not available'),
('3209', 'Trouser, Wet Weather ACU', 'available'),
('3210', 'Trouser, Wet Weather ACU', 'not available'),
('3211', 'Trouser, Wet Weather ACU', 'available'),
('3212', 'Trouser, Wet Weather ACU', 'not available'),
('3213', 'Trouser, Wet Weather ACU', 'available'),
('3214', 'Trouser, Wet Weather ACU', 'not available'),
('3215', 'Trouser, Wet Weather ACU', 'available'),
('3216', 'Trouser, Wet Weather ACU', 'not available'),
('3217', 'Trouser, Wet Weather ACU', 'available'),
('3218', 'Trouser, Wet Weather ACU', 'not available'),
('3219', 'Trouser, Wet Weather ACU', 'available'),
('3220', 'Trouser, Wet Weather ACU', 'not available'),
('3221', 'Trouser, Wet Weather ACU', 'available'),
('3222', 'Trouser, Wet Weather ACU', 'not available'),
('3223', 'Trouser, Wet Weather ACU', 'available'),
('3224', 'Trouser, Wet Weather ACU', 'not available'),
('3225', 'Trouser, Wet Weather ACU', 'available'),
('3226', 'Trouser, Wet Weather ACU', 'not available'),
('3227', 'Trouser, Wet Weather ACU', 'available'),
('3228', 'Trouser, Wet Weather ACU', 'not available'),
('3229', 'Trouser, Wet Weather ACU', 'available'),
('3230', 'Trouser, Wet Weather ACU', 'not available'),
('3231', 'Trouser, Wet Weather ACU', 'available'),
('3232', 'Trouser, Wet Weather ACU', 'not available'),
('3233', 'Trouser, Wet Weather ACU', 'available'),
('3234', 'Trouser, Wet Weather ACU', 'not available'),
('3235', 'Trouser, Wet Weather ACU', 'available'),
('3236', 'Trouser, Wet Weather ACU', 'not available'),
('3237', 'Trouser, Wet Weather ACU', 'available'),
('3238', 'Trouser, Wet Weather ACU', 'not available'),
('3239', 'Trouser, Wet Weather ACU', 'available'),
('3240', 'Trouser, Wet Weather ACU', 'not available'),
('3241', 'Trouser, Wet Weather ACU', 'available'),
('3242', 'Trouser, Wet Weather ACU', 'not available'),
('3243', 'Trouser, Wet Weather ACU', 'available'),
('3244', 'Trouser, Wet Weather ACU', 'not available'),
('3245', 'Trouser, Wet Weather ACU', 'available'),
('3246', 'Trouser, Wet Weather ACU', 'not available'),
('3247', 'Trouser, Wet Weather ACU', 'available'),
('3248', 'Trouser, Wet Weather ACU', 'not available'),
('3249', 'Trouser, Wet Weather ACU', 'available'),
('3250', 'Trouser, Wet Weather ACU', 'not available'),
('3251', 'Trouser, Wet Weather ACU', 'available'),
('3252', 'Trouser, Wet Weather ACU', 'not available'),
('3253', 'Trouser, Wet Weather ACU', 'available'),
('3254', 'Trouser, Wet Weather ACU', 'not available'),
('3255', 'Trouser, Wet Weather ACU', 'available'),
('3256', 'Trouser, Wet Weather ACU', 'not available'),
('3257', 'Trouser, Wet Weather ACU', 'available'),
('3258', 'Trouser, Wet Weather ACU', 'not available'),
('3259', 'Trouser, Wet Weather ACU', 'available'),
('3260', 'Trouser, Wet Weather ACU', 'not available'),
('3261', 'Trouser, Wet Weather ACU', 'available'),
('3262', 'Trouser, Wet Weather ACU', 'not available'),
('3263', 'Trouser, Wet Weather ACU', 'available'),
('3264', 'Trouser, Wet Weather ACU', 'not available'),
('3265', 'Trouser, Wet Weather ACU', 'available'),
('3266', 'Trouser, Wet Weather ACU', 'not available'),
('3267', 'Trouser, Wet Weather ACU', 'available'),
('3268', 'Trouser, Wet Weather ACU', 'not available'),
('3269', 'Trouser, Wet Weather ACU', 'available'),
('3270', 'Trouser, Wet Weather ACU', 'not available'),
('3271', 'Trouser, Wet Weather ACU', 'available'),
('3272', 'Trouser, Wet Weather ACU', 'not available'),
('3273', 'Trouser, Wet Weather ACU', 'available'),
('3274', 'Trouser, Wet Weather ACU', 'not available'),
('3275', 'Trouser, Wet Weather ACU', 'available'),
('3276', 'Trouser, Wet Weather ACU', 'not available'),
('3277', 'Trouser, Wet Weather ACU', 'available'),
('3278', 'Trouser, Wet Weather ACU', 'not available'),
('3279', 'Trouser, Wet Weather ACU', 'available'),
('3280', 'Trouser, Wet Weather ACU', 'not available'),
('3281', 'Trouser, Wet Weather ACU', 'available'),
('3282', 'Trouser, Wet Weather ACU', 'not available'),
('3283', 'Trouser, Wet Weather ACU', 'available'),
('3284', 'Trouser, Wet Weather ACU', 'not available'),
('3285', 'Trouser, Wet Weather ACU', 'available'),
('3286', 'Trouser, Wet Weather ACU', 'not available'),
('3287', 'Trouser, Wet Weather ACU', 'available'),
('3288', 'Trouser, Wet Weather ACU', 'not available'),
('3289', 'Trouser, Wet Weather ACU', 'available'),
('3290', 'Trouser, Wet Weather ACU', 'not available'),
('3291', 'Trouser, Wet Weather ACU', 'available'),
('3292', 'Trouser, Wet Weather ACU', 'not available'),
('3293', 'Trouser, Wet Weather ACU', 'available'),
('3294', 'Trouser, Wet Weather ACU', 'not available'),
('3295', 'Trouser, Wet Weather ACU', 'available'),
('3296', 'Trouser, Wet Weather ACU', 'not available'),
('3297', 'Trouser, Wet Weather ACU', 'available'),
('3298', 'Trouser, Wet Weather ACU', 'not available'),
('3299', 'Trouser, Wet Weather ACU', 'available'),
('3300', 'Trouser, Wet Weather ACU', 'not available'),
('3301', 'Canteen, Water Plastic 1 qt', 'available'),
('3302', 'Canteen, Water Plastic 1 qt', 'not available'),
('3303', 'Canteen, Water Plastic 1 qt', 'available'),
('3304', 'Canteen, Water Plastic 1 qt', 'not available'),
('3305', 'Canteen, Water Plastic 1 qt', 'available'),
('3306', 'Canteen, Water Plastic 1 qt', 'not available'),
('3307', 'Canteen, Water Plastic 1 qt', 'available'),
('3308', 'Canteen, Water Plastic 1 qt', 'not available'),
('3309', 'Canteen, Water Plastic 1 qt', 'available'),
('3310', 'Canteen, Water Plastic 1 qt', 'not available'),
('3311', 'Canteen, Water Plastic 1 qt', 'available'),
('3312', 'Canteen, Water Plastic 1 qt', 'not available'),
('3313', 'Canteen, Water Plastic 1 qt', 'available'),
('3314', 'Canteen, Water Plastic 1 qt', 'not available'),
('3315', 'Canteen, Water Plastic 1 qt', 'available'),
('3316', 'Canteen, Water Plastic 1 qt', 'not available'),
('3317', 'Canteen, Water Plastic 1 qt', 'available'),
('3318', 'Canteen, Water Plastic 1 qt', 'not available'),
('3319', 'Canteen, Water Plastic 1 qt', 'available'),
('3320', 'Canteen, Water Plastic 1 qt', 'not available'),
('3321', 'Canteen, Water Plastic 1 qt', 'available'),
('3322', 'Canteen, Water Plastic 1 qt', 'not available'),
('3323', 'Canteen, Water Plastic 1 qt', 'available'),
('3324', 'Canteen, Water Plastic 1 qt', 'not available'),
('3325', 'Canteen, Water Plastic 1 qt', 'available'),
('3326', 'Canteen, Water Plastic 1 qt', 'not available'),
('3327', 'Canteen, Water Plastic 1 qt', 'available'),
('3328', 'Canteen, Water Plastic 1 qt', 'not available'),
('3329', 'Canteen, Water Plastic 1 qt', 'available'),
('3330', 'Canteen, Water Plastic 1 qt', 'not available'),
('3331', 'Canteen, Water Plastic 1 qt', 'available'),
('3332', 'Canteen, Water Plastic 1 qt', 'not available'),
('3333', 'Canteen, Water Plastic 1 qt', 'available'),
('3334', 'Canteen, Water Plastic 1 qt', 'not available'),
('3335', 'Canteen, Water Plastic 1 qt', 'available'),
('3336', 'Canteen, Water Plastic 1 qt', 'not available'),
('3337', 'Canteen, Water Plastic 1 qt', 'available'),
('3338', 'Canteen, Water Plastic 1 qt', 'not available'),
('3339', 'Canteen, Water Plastic 1 qt', 'available'),
('3340', 'Canteen, Water Plastic 1 qt', 'not available'),
('3341', 'Canteen, Water Plastic 1 qt', 'available'),
('3342', 'Canteen, Water Plastic 1 qt', 'not available'),
('3343', 'Canteen, Water Plastic 1 qt', 'available'),
('3344', 'Canteen, Water Plastic 1 qt', 'not available'),
('3345', 'Canteen, Water Plastic 1 qt', 'available'),
('3346', 'Canteen, Water Plastic 1 qt', 'not available'),
('3347', 'Canteen, Water Plastic 1 qt', 'available'),
('3348', 'Canteen, Water Plastic 1 qt', 'not available'),
('3349', 'Canteen, Water Plastic 1 qt', 'available'),
('3350', 'Canteen, Water Plastic 1 qt', 'not available'),
('3351', 'Canteen, Water Plastic 1 qt', 'available'),
('3352', 'Canteen, Water Plastic 1 qt', 'not available'),
('3353', 'Canteen, Water Plastic 1 qt', 'available'),
('3354', 'Canteen, Water Plastic 1 qt', 'not available'),
('3355', 'Canteen, Water Plastic 1 qt', 'available'),
('3356', 'Canteen, Water Plastic 1 qt', 'not available'),
('3357', 'Canteen, Water Plastic 1 qt', 'available'),
('3358', 'Canteen, Water Plastic 1 qt', 'not available'),
('3359', 'Canteen, Water Plastic 1 qt', 'available'),
('3360', 'Canteen, Water Plastic 1 qt', 'not available'),
('3361', 'Canteen, Water Plastic 1 qt', 'available'),
('3362', 'Canteen, Water Plastic 1 qt', 'not available'),
('3363', 'Canteen, Water Plastic 1 qt', 'available'),
('3364', 'Canteen, Water Plastic 1 qt', 'not available'),
('3365', 'Canteen, Water Plastic 1 qt', 'available'),
('3366', 'Canteen, Water Plastic 1 qt', 'not available'),
('3367', 'Canteen, Water Plastic 1 qt', 'available'),
('3368', 'Canteen, Water Plastic 1 qt', 'not available'),
('3369', 'Canteen, Water Plastic 1 qt', 'available'),
